num_records,1000_records
1,0.00046325419934873936
2,0.00032985820071189663
3,0.0003484415996354073
4,0.000351654100450105
5,0.00031609170000592714
6,0.00036517110020213296
7,0.0003311999000288779
8,0.00031622079950466286
9,0.0003118124990578508
10,0.00028846259992860724
11,0.0002806457992846845
12,0.0002748000995779876
13,0.000288054100019508
14,0.00029684170040127355
15,0.00031971240059647243
16,0.0004049039998790249
17,0.00032096260038088075
18,0.0003085751995968167
19,0.000300637500549783
20,0.00030770410048717165
21,0.0003168332998029655
22,0.0003193500997440424
23,0.0002958956996735651
24,0.00028932489985891154
25,0.00030934159985918086
26,0.00029713349977100734
27,0.00028905829967698084
28,0.00028772500081686303
29,0.0002841457007889403
30,0.0002896207995945588
31,0.0002880874995753402
32,0.00029412080002657606
33,0.0002899543003877625
34,0.0002966419004224008
35,0.00030801659959251993
36,0.0002901415999076562
37,0.00028863330007879997
38,0.00027950420007982757
39,0.0002947543005575426
40,0.00028580409998539834
41,0.0002918332003901014
42,0.00029789580003125593
43,0.00028233750017534474
44,0.00028126670040364845
45,0.0002800415990350302
46,0.0002835750001395354
47,0.0002839375003532041
48,0.0002983206995850196
49,0.0002902083000662969
50,0.0002893080989451846
51,0.00029902509959356394
52,0.00028134569984104016
53,0.00028397519890859256
54,0.0002861289991415106
55,0.00028037890006089584
56,0.0002728791005210951
57,0.00028143320087110625
58,0.0002814125000440981
59,0.00027530009938345754
60,0.00028818760038120674
61,0.0002965083996969042
62,0.00029628729935211596
63,0.0003303792003862327
64,0.00029582070019387177
65,0.00031212070025503634
66,0.00030337909993249923
67,0.0002999666008690838
68,0.00030183750059222805
69,0.0003244664996600477
70,0.00029415420031000397
71,0.0003034376000869088
72,0.00029670849908143283
73,0.00030063719932513775
74,0.00029039559958619063
75,0.0003003334004461067
76,0.00030484170019917656
77,0.00030356239949469455
78,0.00028200839915371034
79,0.00027394579956308007
80,0.0002793084004224511
81,0.00028636249953706283
82,0.00027893339974980334
83,0.00027566669923544395
84,0.00026356659982411655
85,0.00027290399993944446
86,0.0002678584001841955
87,0.00027280000031169036
88,0.00028339150012470784
89,0.00030577089964936024
90,0.00030214170074032153
91,0.0003101501995843137
92,0.0002948999994259793
93,0.0002962832997582154
94,0.0002938041991001228
95,0.00031225850034388714
96,0.00029343349997361655
97,0.0002842750996933319
98,0.0002860206990590086
99,0.00029642509944096675
100,0.000287204199412372
101,0.0002778291000140598
102,0.00028096659953007473
103,0.0002873916000680765
104,0.00029032090060354676
105,0.0002871872995456215
106,0.00029931670069345274
107,0.0002863500998500967
108,0.0002932917988800909
109,0.0003133915000944398
110,0.0002928415997303091
111,0.0002893915996537544
112,0.0003024251007445855
113,0.00028552909971040207
114,0.00028295009906287305
115,0.0002901708008721471
116,0.00029196229952503926
117,0.00029529579987865875
118,0.000300387400056934
119,0.0002873998993891291
120,0.0002784290998533834
121,0.0002776122997602215
122,0.0002904583005147288
123,0.0002816875003190944
124,0.0002668666002136888
125,0.00026568739995127546
126,0.00027664979934343136
127,0.0002716248003707733
128,0.00027997099969070407
129,0.0004209999995509861
130,0.0002931248996901559
131,0.0002846083993063075
132,0.0003246582997235237
133,0.00029483329963113646
134,0.00030457060020125935
135,0.00029024569994362537
136,0.000306008399638813
137,0.0002799956997478148
138,0.0002777375004370697
139,0.00028607070016732904
140,0.00028255850120331163
141,0.0002764124998066109
142,0.00028265830042073503
143,0.0003067999001359567
144,0.0002988498999911826
145,0.0003152166009385837
146,0.00027761660021496937
147,0.0002971375000925036
148,0.00027142080034536775
149,0.00026686669989430813
150,0.0002733460001763888
151,0.0002686914991500089
152,0.00028112489999330135
153,0.0002983750993735157
154,0.0002893208002205938
155,0.00028124189957452473
156,0.00029391649950412103
157,0.00027470410022942813
158,0.000274829000045429
159,0.00028130829996371177
160,0.00027707930057658815
161,0.0002784917000099085
162,0.00027048740012105557
163,0.0002661705999344122
164,0.00028127909936301874
165,0.000261408199366997
166,0.0002619374994537793
167,0.0002710875000047963
168,0.00026315840041206683
169,0.0002632545005326392
170,0.000253879199954099
171,0.0002597249003883917
172,0.00026322099911340046
173,0.00025717919961607547
174,0.00025177910029015036
175,0.00025202079996233806
176,0.0002638044006744167
177,0.0002702914996916661
178,0.0002659416000824422
179,0.0002603417000500485
180,0.0002749500003119465
181,0.0002560041000833735
182,0.0002746084999671439
183,0.0002699123000638792
184,0.0002622332991450094
185,0.00025457509982516056
